model,provider,proportion,order,trial_index,coordination_tokens,reasoning_tokens,total_context_tokens,mean_score_raw,mean_score_effective,input_tokens_used,output_tokens_used,cost_usd,elapsed_ms,kafka_streaming,flink_ops,spark_sla,retention_compliance,s3_tiering,build_vs_buy,soc2_compat,onboarding_screens,progressive_disclosure,365day_cost
gemini-2.0-flash,google,0.0,coord_first,16,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1274.1860839998935,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,18,3351,373,4096,0.9,0.9,4481,70,0.0004761,1087.6265829999738,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,14,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1147.7997090000827,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,16,931,2793,4096,0.9,0.9,4220,75,0.000452,1237.4660000000404,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,17,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1200.1547499999106,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,15,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1176.137542000106,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,16,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1130.713083000046,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,17,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1179.6705000001566,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,reason_first,18,2793,931,4096,0.9,0.9,4408,70,0.0004688,1205.36600000014,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,19,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1180.1292919999469,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,17,2793,931,4096,0.9,0.9,4408,70,0.0004688,1184.6503749998192,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,18,2793,931,4096,0.9,0.9,4408,70,0.0004688,1170.9401670000261,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,19,3351,373,4096,0.9,0.9,4481,70,0.0004761,1060.6830839999475,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,17,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1428.2776669999748,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,18,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1298.588749999908,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,reason_first,18,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1134.862708000128,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,17,931,2793,4096,0.9,0.9,4220,75,0.000452,1291.0013749999507,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,18,931,2793,4096,0.9,0.9,4220,75,0.000452,1281.1817080000765,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,15,3351,373,4096,0.9,0.9,4481,70,0.0004761,1187.0143749999897,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,18,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1294.0552499999285,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,16,3351,373,4096,0.9,0.9,4481,70,0.0004761,1234.7575840001355,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,19,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1267.0532079998793,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,17,3351,373,4096,0.9,0.9,4481,70,0.0004761,1137.939666999955,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,19,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1256.7552090001755,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,19,2793,931,4096,0.9,0.9,4408,70,0.0004688,1288.0895419998524,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,19,2793,931,4096,0.9,0.9,4408,70,0.0004688,1222.4112910000713,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,19,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1289.014959000042,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,18,3351,373,4096,0.9,0.9,4481,70,0.0004761,1204.9828340000204,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,19,3351,373,4096,0.9,0.9,4481,70,0.0004761,1204.840084000125,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,19,931,2793,4096,0.9,0.9,4220,75,0.000452,1319.102791999967,1,1,1,1,1,1,1,1,1,0
