model,provider,proportion,order,trial_index,coordination_tokens,reasoning_tokens,total_context_tokens,mean_score_raw,mean_score_effective,input_tokens_used,output_tokens_used,cost_usd,elapsed_ms,sum_correct,above_count,below_count,equal_count,above_indices,equal_indices,mean_correct,max_above_correct,below_has_zero,no_negatives
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,14,0,3616,4096,0.9,0.9,4517,1024,0.0077096000000000005,4788.0214159959,1,1,1,1,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,16,3254,362,4096,1.0,1.0,4640,909,0.007348,4963.643625000259,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,18,904,2712,4096,1.0,1.0,4555,927,0.007352,5085.163333002129,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,15,0,3616,4096,1.0,1.0,4517,928,0.007325600000000001,5029.392834003374,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,17,904,2712,4096,1.0,1.0,4555,1024,0.00774,5658.169499998621,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,16,2712,904,4096,1.0,1.0,4620,1024,0.007792,5869.719124995754,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,16,1808,1808,4096,1.0,1.0,4581,912,0.0073128,5123.574666999048,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,14,1808,1808,4096,1.0,1.0,4581,863,0.0071168,4975.561250001192,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,17,2712,904,4096,1.0,1.0,4620,948,0.007488,5437.5520829999,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,18,904,2712,4096,1.0,1.0,4555,1024,0.00774,5702.836000004027,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,16,0,3616,4096,1.0,1.0,4517,1024,0.0077096000000000005,4719.836832999135,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,15,1808,1808,4096,1.0,1.0,4581,891,0.0072288000000000005,4923.905332994764,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,17,3254,362,4096,1.0,1.0,4640,819,0.006988,4463.58420800243,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,16,0,3616,4096,1.0,1.0,4517,897,0.007201600000000001,4935.321709002892,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,17,0,3616,4096,1.0,1.0,4517,930,0.0073336,4594.8599580005975,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,17,2712,904,4096,1.0,1.0,4620,955,0.007516,5212.59479100263,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,18,3254,362,4096,1.0,1.0,4640,767,0.00678,4353.247792001639,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,16,1808,1808,4096,1.0,1.0,4581,924,0.0073608,5212.037040997529,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,17,1808,1808,4096,1.0,1.0,4581,1024,0.0077608,5840.3346670020255,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,15,3254,362,4096,1.0,1.0,4640,1012,0.00776,5728.271250001853,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,16,3254,362,4096,1.0,1.0,4640,1015,0.007772,5639.581292001822,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,19,904,2712,4096,1.0,1.0,4555,936,0.007388,6073.0812909969245,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,18,1808,1808,4096,1.0,1.0,4581,949,0.0074608,5241.259041999001,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,17,0,3616,4096,1.0,1.0,4517,900,0.007213600000000001,4929.553540998313,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,18,0,3616,4096,1.0,1.0,4517,915,0.007273600000000001,4570.338792000257,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,18,2712,904,4096,1.0,1.0,4620,949,0.007492,5575.938957998005,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,17,3254,362,4096,1.0,1.0,4640,1007,0.00774,5587.842332999571,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,18,3254,362,4096,1.0,1.0,4640,1024,0.007808,5760.241458003293,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,17,1808,1808,4096,1.0,1.0,4581,924,0.0073608,4946.584624995012,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,18,2712,904,4096,1.0,1.0,4620,899,0.007292,4885.3016670036595,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,19,3254,362,4096,1.0,1.0,4640,900,0.007312,4844.835832998797,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,19,1808,1808,4096,1.0,1.0,4581,939,0.0074208,5359.62925000058,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,18,0,3616,4096,1.0,1.0,4517,986,0.0075576,5151.077041999088,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,18,1808,1808,4096,1.0,1.0,4581,1006,0.0076888,5773.364417000266,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,19,2712,904,4096,1.0,1.0,4620,1024,0.007792,5781.518167001195,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,19,2712,904,4096,1.0,1.0,4620,920,0.007376,5267.879791004816,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,19,3254,362,4096,1.0,1.0,4640,918,0.007384,7424.596332995861,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,19,904,2712,4096,1.0,1.0,4555,1024,0.00774,8350.996207998833,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,19,0,3616,4096,1.0,1.0,4517,843,0.006985600000000001,4776.023958998849,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,19,1808,1808,4096,1.0,1.0,4581,986,0.0076088,5667.473499997868,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,19,0,3616,4096,1.0,1.0,4517,1024,0.0077096000000000005,5592.333625005267,1,1,1,1,1,1,1,1,1,1
